X,Y,Z
ft,ft,ft
55.74837,52,-0.426974
55.998454,52,-0.416248
56.248518,52,-0.408343
56.498422,52,-0.422549
56.748205,52,-0.453354
56.998289,52,-0.442759
57.248325,52,-0.438597
57.498341,52,-0.437326
57.748354,52,-0.436459
57.998419,52,-0.428296
58.24852,52,-0.41529
58.498518,52,-0.416491
58.748521,52,-0.416923
58.998524,52,-0.417482
59.248539,52,-0.416244
59.498561,52,-0.414146
59.748561,52,-0.415026
59.998621,52,-0.407599
60.248578,52,-0.414471
60.4985,52,-0.426229
60.748541,52,-0.421405
60.998539,52,-0.422561
61.248555,52,-0.421335
61.498537,52,-0.424679
61.74851,52,-0.42931
61.998505,52,-0.430845
62.248503,52,-0.432124
62.498486,52,-0.435309
62.748458,52,-0.440147
62.998437,52,-0.443967
63.249278,52,-0.328566
63.49954,52,-0.293196
63.749856,52,-0.250487
64.000291,52,-0.191255
64.25038,52,-0.179786
64.500592,52,-0.151343
64.750784,52,-0.125701
65.001062,52,-0.088271
65.251329,52,-0.052134
65.500772,52,-0.130164
65.750607,52,-0.153879
66.000453,52,-0.176074
66.249166,52,-0.354822
66.499222,52,-0.348085
66.749226,52,-0.348379
66.999192,52,-0.35402
67.249137,52,-0.362519
67.499122,52,-0.36552
67.74916,52,-0.36109
67.999115,52,-0.368309
68.249103,52,-0.37086
68.499105,52,-0.371445
68.749085,52,-0.375124
68.999055,52,-0.380201
69.249033,52,-0.384179
69.498984,52,-0.391827
69.748956,52,-0.396568
69.998908,52,-0.404137
70.248865,52,-0.410956
70.498829,52,-0.416812
70.748792,52,-0.422896
70.998735,52,-0.431603
71.248692,52,-0.438536
71.498634,52,-0.447494
71.748583,52,-0.455417
71.998535,52,-0.462893
72.248476,52,-0.472009
72.498419,52,-0.480711
72.748373,52,-0.488024
72.998309,52,-0.497842
73.248256,52,-0.506078
73.498205,52,-0.514023
73.748145,52,-0.523118
73.998102,52,-0.529957
74.248036,52,-0.540096
74.497993,52,-0.546954
74.747922,52,-0.557633
74.99788,52,-0.564371
75.247834,52,-0.571541
75.497789,52,-0.578768
75.747754,52,-0.584452
75.997704,52,-0.592318
76.247652,52,-0.600417
76.497611,52,-0.606905
76.74757,52,-0.613589
76.997537,52,-0.618988
77.247516,52,-0.622866
77.497498,52,-0.62625
77.747472,52,-0.630656
77.997462,52,-0.633005
78.24744,52,-0.636994
78.497395,52,-0.643999
78.7474,52,-0.6442
78.997358,52,-0.65098
79.247347,52,-0.653415
79.497345,52,-0.654572
79.747332,52,-0.657308
79.997332,52,-0.658214
80.247321,52,-0.660566
80.497327,52,-0.660689
80.747315,52,-0.663211
80.997303,52,-0.665874
81.247306,52,-0.666346
81.497296,52,-0.668652
81.74731,52,-0.66761
81.997314,52,-0.667908
82.247327,52,-0.666998
82.497331,52,-0.667358
82.747329,52,-0.668525
82.997346,52,-0.667048
83.247353,52,-0.666976
83.497359,52,-0.667089
83.747358,52,-0.668101
83.997387,52,-0.665004
84.247451,52,-0.657099
84.497485,52,-0.653317
84.747608,52,-0.637261
84.997669,52,-0.629654
85.247791,52,-0.613763
85.498015,52,-0.583668
85.748743,52,-0.48388
85.999004,52,-0.448673
86.249317,52,-0.406367
86.499615,52,-0.366053
86.749863,52,-0.33265
87.00012,52,-0.298065
87.250396,52,-0.260808
87.500189,52,-0.290281
87.750027,52,-0.313562
87.999848,52,-0.339301
88.249747,52,-0.354119
88.499085,52,-0.446495
88.749016,52,-0.456937
88.99893,52,-0.469801
89.248822,52,-0.485625
89.498732,52,-0.498915
89.74865,52,-0.511277
89.99857,52,-0.523198
90.248499,52,-0.533951
90.498384,52,-0.550703
90.748307,52,-0.562225
90.998236,52,-0.572964
91.248166,52,-0.583617
91.498106,52,-0.592788
91.748017,52,-0.605952
91.997988,52,-0.610902
92.247882,52,-0.626475
92.49787,52,-0.629028
92.747695,52,-0.65404
92.997632,52,-0.663674
93.247561,52,-0.674411
93.497515,52,-0.68175
93.747642,52,-0.665073
93.997542,52,-0.679733
94.247537,52,-0.681324
94.497526,52,-0.683792
94.747528,52,-0.684397
94.997527,52,-0.685467
95.247509,52,-0.68889
95.497502,52,-0.690721
95.747491,52,-0.693149
95.997491,52,-0.694109
96.247486,52,-0.695692
96.49748,52,-0.697323
96.747485,52,-0.69763
96.99748,52,-0.699259
97.247474,52,-0.700889
97.497433,52,-0.707517
97.747416,52,-0.710758
97.997398,52,-0.714205
98.247406,52,-0.713979
98.497382,52,-0.718176
98.747357,52,-0.722576
98.997362,52,-0.722793
99.247281,52,-0.734789
99.497253,52,-0.739623
99.747171,52,-0.751896
99.997142,52,-0.756786
100.247085,52,-0.765611
100.497039,52,-0.772814
100.746983,52,-0.781514
100.996951,52,-0.786743
101.246907,52,-0.793857
101.49686,52,-0.801217
101.746809,52,-0.809111
101.996766,52,-0.815982
102.2467,52,-0.826017
102.496654,52,-0.833333
102.746597,52,-0.842015
102.996552,52,-0.84917
103.246518,52,-0.854863
103.496471,52,-0.862232
103.746426,52,-0.869402
103.996425,52,-0.870356
104.246365,52,-0.879615
104.496356,52,-0.88176
104.746283,52,-0.89273
104.996343,52,-0.885379
105.24648,52,-0.867255
105.496495,52,-0.866087
105.746525,52,-0.862947
105.99653,52,-0.863033
106.246514,52,-0.866183
106.496514,52,-0.86716
106.746553,52,-0.862627
106.996551,52,-0.863858
107.246583,52,-0.860228
107.496623,52,-0.85561
107.746648,52,-0.853155
107.996637,52,-0.855494
108.246616,52,-0.859288
108.49672,52,-0.845809
108.746575,52,-0.866827
108.996763,52,-0.841793
109.246997,52,-0.810233
109.497198,52,-0.783342
109.747369,52,-0.760614
109.997558,52,-0.735372
110.247693,52,-0.717642
110.498062,52,-0.667611
110.748357,52,-0.627682
110.998596,52,-0.595575
111.2488,52,-0.56817
111.499008,52,-0.540392
111.749282,52,-0.503397
111.999491,52,-0.475363
112.249745,52,-0.441228
112.499857,52,-0.426575
112.74966,52,-0.454788
112.999482,52,-0.480199
113.249361,52,-0.497824
113.499175,52,-0.524454
113.748971,52,-0.553681
113.998797,52,-0.578644
114.248656,52,-0.598963
114.498453,52,-0.627975
114.748324,52,-0.64674
114.998067,52,-0.683133
115.247835,52,-0.716112
115.49784,52,-0.716365
115.747766,52,-0.727477
115.997562,52,-0.756581
116.24742,52,-0.777161
116.49732,52,-0.791807
116.747234,52,-0.804571
116.997135,52,-0.819187
117.247066,52,-0.829706
117.496949,52,-0.846776
117.746834,52,-0.863567
117.996762,52,-0.874349
118.246697,52,-0.884343
118.496601,52,-0.898426
118.746494,52,-0.914129
118.996454,52,-0.920672
119.246422,52,-0.925961
119.496384,52,-0.932109
119.746365,52,-0.935645
119.996337,52,-0.940346
120.246304,52,-0.945827
120.496284,52,-0.949543
120.746237,52,-0.95688
120.996223,52,-0.959734
121.246205,52,-0.963169
121.496181,52,-0.967383
121.746162,52,-0.970902
121.996145,52,-0.97423
122.246126,52,-0.977679
122.496109,52,-0.980971
122.746098,52,-0.983421
122.996087,52,-0.985818
123.246074,52,-0.98855
123.496062,52,-0.991025
123.746051,52,-0.993509
123.996039,52,-0.996021
124.246028,52,-0.998435
124.496014,52,-1.001397
124.745995,52,-1.004833
124.995977,52,-1.008268
125.24596,52,-1.011497
125.495964,52,-1.011911
125.745944,52,-1.01551
125.995925,52,-1.01905
126.24592,52,-1.020727
126.495896,52,-1.024954
126.745902,52,-1.025026
126.995896,52,-1.026704
127.245894,52,-1.027827
127.495887,52,-1.029816
127.745871,52,-1.032811
127.995865,52,-1.034661
128.245856,52,-1.036745
128.495853,52,-1.038078
128.745864,52,-1.037497
128.99587,52,-1.037548
129.245889,52,-1.035769
129.49594,52,-1.029651
129.745955,52,-1.02854
129.995978,52,-1.026155
130.246016,52,-1.021869
130.495987,52,-1.026726
130.746034,52,-1.021116
130.996122,52,-1.009877
131.246218,52,-0.997547
131.496356,52,-0.979357
131.74645,52,-0.967341
131.996532,52,-0.956853
132.246654,52,-0.94081
132.496703,52,-0.934945
132.746788,52,-0.924138
132.996886,52,-0.911566
133.246977,52,-0.89978
133.497068,52,-0.888148
133.747155,52,-0.87701
133.997256,52,-0.86395
134.247361,52,-0.850324
134.49746,52,-0.837601
134.747542,52,-0.827121
134.997631,52,-0.81571
135.247724,52,-0.803772
135.497804,52,-0.793639
135.74788,52,-0.783983
135.997957,52,-0.774218
136.24805,52,-0.762368
136.498113,52,-0.754544
136.748182,52,-0.745937
136.99803,52,-0.767793
137.24791,52,-0.785283
137.497753,52,-0.807912
137.747603,52,-0.829523
137.997438,52,-0.85329
138.247279,52,-0.8761
138.497182,52,-0.890429
138.747126,52,-0.899114
138.996835,52,-0.940223
139.24671,52,-0.95849
139.496553,52,-0.981067
139.746369,52,-1.007395
139.996341,52,-1.012117
140.246313,52,-1.016906
140.496276,52,-1.022996
140.746247,52,-1.02793
140.99622,52,-1.032514
141.246184,52,-1.038435
141.496147,52,-1.044409
141.74611,52,-1.050477
141.996066,52,-1.057436
142.24602,52,-1.064664
142.495993,52,-1.069267
142.745954,52,-1.075651
142.995919,52,-1.081375
143.245902,52,-1.084685
143.495866,52,-1.090538
143.745838,52,-1.095263
143.995811,52,-1.099916
144.245773,52,-1.106047
144.495741,52,-1.111385
144.745725,52,-1.114586
144.995683,52,-1.121277
145.24567,52,-1.123978
145.495645,52,-1.128316
145.745611,52,-1.133929
145.995607,52,-1.135344
146.245583,52,-1.139525
146.495562,52,-1.14335
146.745545,52,-1.14659
146.99553,52,-1.149559
147.245509,52,-1.153419
147.495497,52,-1.155953
147.745487,52,-1.158223
147.995473,52,-1.161065
148.245466,52,-1.162991
148.495465,52,-1.164008
148.745453,52,-1.166663
148.99545,52,-1.16797
149.245446,52,-1.169327
149.495459,52,-1.168457
149.745437,52,-1.172441
149.995454,52,-1.170959
150.24542,52,-1.176599
150.495427,52,-1.176575
150.745444,52,-1.175066
150.995448,52,-1.175402
151.245468,52,-1.173636
151.495459,52,-1.175713
151.745469,52,-1.175275
151.995486,52,-1.173737
152.245529,52,-1.168806
152.495532,52,-1.169308
152.745566,52,-1.165488
152.995585,52,-1.1637
153.245614,52,-1.160569
153.495641,52,-1.157849
153.74567,52,-1.154689
153.995708,52,-1.150323
154.245767,52,-1.143046
154.495796,52,-1.140015
154.745831,52,-1.135983
154.995909,52,-1.12618
155.245918,52,-1.125844
155.496028,52,-1.111462
155.746,52,-1.116351
155.996077,52,-1.106511
156.246163,52,-1.095494
156.496224,52,-1.088042
156.746306,52,-1.077552
156.996365,52,-1.070366
157.246442,52,-1.060641
157.496507,52,-1.05253
157.746572,52,-1.044432
157.996636,52,-1.036486
158.246711,52,-1.026974
158.496776,52,-1.018868
158.746849,52,-1.009743
158.996926,52,-0.999931
159.247003,52,-0.990198
159.497069,52,-0.982039
159.747138,52,-0.973461
159.997192,52,-0.966803
160.247255,52,-0.959084
160.497307,52,-0.952796
160.747394,52,-0.9416
160.997435,52,-0.93687
161.247516,52,-0.92654
161.49754,52,-0.924103
161.747564,52,-0.92173
161.99755,52,-0.924599
162.247429,52,-0.942137
162.497461,52,-0.938645
162.747262,52,-0.967045
162.997018,52,-1.001704
163.246863,52,-1.024068
163.496633,52,-1.056722
163.746417,52,-1.08754
163.996191,52,-1.119659
164.24593,52,-1.156636
164.495736,52,-1.184495
164.745469,52,-1.222233
164.995269,52,-1.250849
165.245048,52,-1.2823
165.494854,52,-1.30994
165.744684,52,-1.334418
165.994423,52,-1.371447
166.244191,52,-1.40441
166.494048,52,-1.425044
166.743857,52,-1.452432
166.993845,52,-1.45493
167.24383,52,-1.457962
167.49381,52,-1.461635
167.743798,52,-1.4642
167.993729,52,-1.474623
168.24373,52,-1.475341
168.493779,52,-1.469535
168.74377,52,-1.47161
168.993769,52,-1.472651
169.243745,52,-1.476943
169.493765,52,-1.475014
169.743753,52,-1.477637
169.993759,52,-1.477733
170.243763,52,-1.478009
170.493768,52,-1.478167
170.743774,52,-1.478238
170.99378,52,-1.478324
171.243795,52,-1.477248
171.493801,52,-1.477333
171.743943,52,-1.458547
171.994071,52,-1.441716
172.244247,52,-1.418348
172.494303,52,-1.411425
172.744515,52,-1.383114
172.994604,52,-1.37173
173.244729,52,-1.35526
173.494967,52,-1.323301
173.745039,52,-1.314246
173.995151,52,-1.299652
174.245218,52,-1.291348
174.495341,52,-1.275213
174.745493,52,-1.255047
174.995644,52,-1.235051
175.245793,52,-1.215466
175.495911,52,-1.200063
175.746154,52,-1.16726
175.996177,52,-1.165065
176.246205,52,-1.162029
176.49622,52,-1.160902
176.74624,52,-1.159075
176.996242,52,-1.15966
177.246247,52,-1.159817
177.496242,52,-1.161488
177.746251,52,-1.161186
177.996247,52,-1.162564
178.246255,52,-1.16239
178.496231,52,-1.166671
178.746241,52,-1.166122
178.996243,52,-1.166754
179.24624,52,-1.168064
179.496238,52,-1.169273
179.746218,52,-1.172986
179.996206,52,-1.175519
180.246189,52,-1.178707
180.496155,52,-1.184313
180.74612,52,-1.190161
180.995939,52,-1.216004
181.245781,52,-1.238806
181.49558,52,-1.267512
181.745392,52,-1.2944
181.99522,52,-1.319087
182.245028,52,-1.346448
182.49485,52,-1.372035
182.744669,52,-1.398015
182.994517,52,-1.419847
183.244337,52,-1.445704
183.49416,52,-1.471109
183.743974,52,-1.497608
183.993813,52,-1.520768
184.243632,52,-1.546693
184.493473,52,-1.569594
184.743394,52,-1.581479
184.993358,52,-1.587392
185.243326,52,-1.592667
185.493321,52,-1.594306
185.743332,52,-1.593707
185.993328,52,-1.595111
186.243371,52,-1.590125
186.493349,52,-1.594072
186.743336,52,-1.596764
186.993359,52,-1.594445
187.243383,52,-1.592101
187.493348,52,-1.597828
187.743349,52,-1.598534
187.993423,52,-1.589269
188.243372,52,-1.597183
188.4934,52,-1.594188
188.743455,52,-1.587555
188.993584,52,-1.570562
189.243599,52,-1.569446
189.493651,52,-1.563094
189.74377,52,-1.547623
189.993871,52,-1.534564
190.243985,52,-1.519592
190.494079,52,-1.507533
190.744195,52,-1.492356
190.994298,52,-1.479049
191.244366,52,-1.470592
191.494501,52,-1.45284
191.744581,52,-1.442658
191.994705,52,-1.426371
192.244861,52,-1.405698
192.494924,52,-1.3979
192.744997,52,-1.388829
192.995089,52,-1.376898
193.24518,52,-1.365293
193.495222,52,-1.360393
193.745262,52,-1.355776
193.995286,52,-1.353262
194.245317,52,-1.349909
194.495446,52,-1.332966
194.745402,52,-1.339964
194.995314,52,-1.353072
195.245311,52,-1.354421
195.495319,52,-1.354153
195.745328,52,-1.353805
195.99533,52,-1.354407
196.245314,52,-1.357525
196.495278,52,-1.36353
196.745248,52,-1.368576
196.995192,52,-1.377223
197.245273,52,-1.366874
197.495246,52,-1.371535
197.74517,52,-1.382927
197.995059,52,-1.399206
198.244937,52,-1.416905
198.494872,52,-1.426788
198.744755,52,-1.443878
198.994701,52,-1.452271
199.244611,52,-1.46562
199.494514,52,-1.47995
199.74443,52,-1.492435
199.994272,52,-1.515203
200.244183,52,-1.528461
200.494097,52,-1.54124
200.743976,52,-1.558911
200.993827,52,-1.580384
201.243461,52,-1.631926
201.493435,52,-1.63636
201.743484,52,-1.630541
201.993347,52,-1.650322
202.243276,52,-1.661045
202.493297,52,-1.659041
202.743283,52,-1.661937
202.993201,52,-1.674163
203.24321,52,-1.673796
203.493171,52,-1.680098
203.743178,52,-1.68008
203.993154,52,-1.684237
204.243207,52,-1.677787
204.493234,52,-1.675041
204.743253,52,-1.673337
204.993263,52,-1.672797
205.24336,52,-1.660282
205.493374,52,-1.659304
205.743459,52,-1.648409
205.993502,52,-1.643376
206.243588,52,-1.632396
206.493678,52,-1.620871
206.743798,52,-1.605238
206.993928,52,-1.588039
207.243983,52,-1.581429
207.494101,52,-1.566053
207.744212,52,-1.55148
207.994227,52,-1.550386
208.244349,52,-1.534471
208.494354,52,-1.534669
208.744423,52,-1.52593
208.994452,52,-1.522816
209.244506,52,-1.516355
209.494561,52,-1.509576
209.744573,52,-1.508911
209.994631,52,-1.501815
210.244692,52,-1.494254
210.49472,52,-1.491247
210.744705,52,-1.494282
210.994781,52,-1.48468
211.244736,52,-1.491781
211.494782,52,-1.486257
211.744795,52,-1.485383
211.994809,52,-1.48436
212.244825,52,-1.483023
212.494842,52,-1.481558
212.744853,52,-1.481042
212.994869,52,-1.479671
213.244867,52,-1.480927
213.494869,52,-1.481457
213.744875,52,-1.481598
213.994939,52,-1.473557
214.245094,52,-1.453078
214.495248,52,-1.432733
214.745395,52,-1.413258
214.995581,52,-1.388406
215.245738,52,-1.367645
215.49586,52,-1.351664
215.746014,52,-1.331383
215.996199,52,-1.30667
216.246318,52,-1.291155
216.496453,52,-1.273377
216.746614,52,-1.251986
216.996813,52,-1.225373
217.246795,52,-1.228719
217.49658,52,-1.259437
217.746346,52,-1.292591
217.996182,52,-1.31626
218.245963,52,-1.347469
218.495769,52,-1.37512
218.745559,52,-1.405098
218.995316,52,-1.439594
219.245128,52,-1.46648
219.494932,52,-1.494441
219.744712,52,-1.525834
219.994542,52,-1.550188
220.244351,52,-1.577519
220.494284,52,-1.587719
220.744225,52,-1.596737
220.994122,52,-1.611954
221.244087,52,-1.617635
221.494044,52,-1.624556
221.743996,52,-1.632061
221.993948,52,-1.639635
222.243903,52,-1.646674
222.493846,52,-1.655481
222.743804,52,-1.662218
222.993763,52,-1.6688
223.243761,52,-1.669905
223.493723,52,-1.676077
223.743678,52,-1.683185
223.993668,52,-1.685537
224.243603,52,-1.695351
224.493589,52,-1.698287
224.743497,52,-1.711875
224.993488,52,-1.713973
225.243397,52,-1.727515
225.493612,52,-1.698699
225.743614,52,-1.699366
225.993475,52,-1.719505
226.243473,52,-1.720631
226.49329,52,-1.746891
226.743219,52,-1.757577
226.99324,52,-1.755553
227.243146,52,-1.769403
227.493106,52,-1.77583
227.743077,52,-1.780744
227.992899,52,-1.806299
228.242871,52,-1.811037
228.492888,52,-1.809581
228.742867,52,-1.813403
228.99291,52,-1.808392
229.242918,52,-1.808259
229.492965,52,-1.80267
229.743002,52,-1.79834
229.993111,52,-1.784288
230.243163,52,-1.777945
230.493216,52,-1.771568
230.74325,52,-1.767734
230.993303,52,-1.761237
231.243326,52,-1.759004
231.493399,52,-1.74984
231.743445,52,-1.744333
231.993507,52,-1.736691
232.243564,52,-1.729704
232.493626,52,-1.722022
232.743696,52,-1.71329
232.993745,52,-1.707455
233.243815,52,-1.698601
233.493885,52,-1.689827
233.743924,52,-1.685405
233.993952,52,-1.68239
234.244014,52,-1.674691
234.494077,52,-1.666923
234.7441,52,-1.664602
234.994126,52,-1.661906
235.244206,52,-1.651827
235.494192,52,-1.654645
235.744267,52,-1.645151
235.994265,52,-1.646323
236.244319,52,-1.639836
236.494365,52,-1.634347
236.744379,52,-1.633317
236.994444,52,-1.625297
237.244439,52,-1.626833
237.494466,52,-1.624043
237.744442,52,-1.628162
237.994482,52,-1.623615
238.244336,52,-1.644709
238.494184,52,-1.666625
238.744025,52,-1.689443
238.993899,52,-1.707776
239.243771,52,-1.726476
239.493578,52,-1.754006
239.743454,52,-1.772109
239.993329,52,-1.790248
240.243172,52,-1.812928
240.493045,52,-1.831303
240.742887,52,-1.854068
240.992729,52,-1.876888
241.242594,52,-1.896455
241.492436,52,-1.9191
241.742266,52,-1.943535
241.992218,52,-1.951078
242.242171,52,-1.958552
242.492153,52,-1.961901
242.742132,52,-1.965759
242.99212,52,-1.968223
243.242108,52,-1.970878
243.492102,52,-1.972561
243.742106,52,-1.972882
243.992091,52,-1.975927
244.242098,52,-1.975886
244.492107,52,-1.97542
244.742109,52,-1.976114
244.992129,52,-1.974236
245.242133,52,-1.974674
245.492138,52,-1.974825
245.742151,52,-1.973909
245.992152,52,-1.974688
246.242158,52,-1.97477
246.492153,52,-1.976326
246.742194,52,-1.971641
246.992195,52,-1.97242
247.242226,52,-1.96892
247.492218,52,-1.970994
247.742251,52,-1.967311
247.992235,52,-1.97044
248.242227,52,-1.972438
248.492231,52,-1.972822
248.742245,52,-1.971835
248.992235,52,-1.974027
249.242234,52,-1.975173
249.492248,52,-1.974071
249.742212,52,-1.979969
249.992237,52,-1.977435
250.242203,52,-1.983018
250.492176,52,-1.987585
250.742147,52,-1.992599
250.992121,52,-1.997013
251.242096,52,-2.001481
251.49202,52,-2.01279
251.742063,52,-2.007825
251.992037,52,-2.012293
252.242188,52,-1.992383
252.49232,52,-1.975003
252.742462,52,-1.956178
252.992589,52,-1.93952
253.242715,52,-1.923025
253.492841,52,-1.906594
253.742975,52,-1.888953
253.993083,52,-1.874952
254.243198,52,-1.859954
254.493355,52,-1.839114
254.74344,52,-1.828277
254.993592,52,-1.808118
255.243741,52,-1.788464
255.493862,52,-1.772659
255.743981,52,-1.757075
255.994097,52,-1.741961
256.244174,52,-1.73223
256.494259,52,-1.721391
256.744218,52,-1.727884
256.994187,52,-1.733044
257.244168,52,-1.736655
257.49415,52,-1.740079
257.744142,52,-1.742033
257.994136,52,-1.743808
258.244135,52,-1.744824
258.494112,52,-1.748943
258.744098,52,-1.751783
258.994107,52,-1.751444
259.24408,52,-1.755961
259.494095,52,-1.754869
259.744077,52,-1.758198
259.994086,52,-1.757931
260.244047,52,-1.764251
260.494051,52,-1.764618
260.744025,52,-1.769087
260.994022,52,-1.770333
261.244025,52,-1.770814
261.494021,52,-1.772388
261.744025,52,-1.772735
261.993985,52,-1.779171
262.243988,52,-1.779585
262.493954,52,-1.785235
262.743954,52,-1.786162
262.993923,52,-1.791333
263.243911,52,-1.793913
263.493839,52,-1.804675
263.743797,52,-1.811488
263.99372,52,-1.823006
264.243582,52,-1.842936
264.493509,52,-1.85393
264.743434,52,-1.865262
264.99334,52,-1.879154
265.243154,52,-1.905769
265.493057,52,-1.920085
265.742981,52,-1.931475
265.992875,52,-1.947047
266.24278,52,-1.961081
266.49269,52,-1.974436
266.742582,52,-1.990219
266.992473,52,-2.006315
267.242361,52,-2.022598
267.492281,52,-2.034553
267.742165,52,-2.051553
267.992091,52,-2.062651
268.24195,52,-2.083113
268.491857,52,-2.096861
268.741767,52,-2.110152
268.991855,52,-2.098976
269.241692,52,-2.122322
269.491887,52,-2.096276
269.741811,52,-2.107672
