X,Y,Z
91.503002,20.75,0.084176
91.752594,20.75,0.026895
92.002266,20.75,-0.019355
92.252024,20.75,-0.05372
92.501682,20.75,-0.101975
92.751506,20.75,-0.127209
93.001222,20.75,-0.167331
93.250942,20.75,-0.206973
93.500648,20.75,-0.248516
93.750342,20.75,-0.291717
94.000081,20.75,-0.328671
94.24978,20.75,-0.371256
94.499468,20.75,-0.415317
94.74917,20.75,-0.457388
94.998904,20.75,-0.495108
95.248609,20.75,-0.536793
95.4981,20.75,-0.60803
95.748045,20.75,-0.616577
95.997807,20.75,-0.650438
96.247505,20.75,-0.693097
96.497279,20.75,-0.72521
96.747008,20.75,-0.763599
96.99675,20.75,-0.800152
97.246491,20.75,-0.83689
97.496256,20.75,-0.870264
97.746033,20.75,-0.90194
97.995835,20.75,-0.930216
98.245632,20.75,-0.959259
98.495578,20.75,-0.967595
98.745514,20.75,-0.977399
98.995511,20.75,-0.978679
99.245536,20.75,-0.976071
99.495531,20.75,-0.977675
99.74554,20.75,-0.977443
99.995536,20.75,-0.978807
100.245536,20.75,-0.979804
100.495529,20.75,-0.981596
100.745557,20.75,-0.978712
100.995616,20.75,-0.97135
101.245612,20.75,-0.972861
101.495672,20.75,-0.965506
101.745638,20.75,-0.971009
101.995608,20.75,-0.976096
102.245631,20.75,-0.97382
102.495371,20.75,-1.010726
102.745358,20.75,-1.01337
102.994797,20.75,-1.091883
103.245043,20.75,-1.058817
103.495558,20.75,-0.988387
103.745735,20.75,-0.964836
103.995745,20.75,-0.964385
104.245988,20.75,-0.931776
104.495765,20.75,-0.963416
104.74642,20.75,-0.873786
104.996723,20.75,-0.832774
105.246584,20.75,-0.85298
105.497084,20.75,-0.784751
105.747543,20.75,-0.722105
105.997926,20.75,-0.670075
106.248396,20.75,-0.605978
106.498888,20.75,-0.53892
106.74937,20.75,-0.47313
106.999845,20.75,-0.408348
107.250319,20.75,-0.343773
107.500791,20.75,-0.279389
107.75126,20.75,-0.215393
108.001687,20.75,-0.157285
108.2521,20.75,-0.101063
108.502234,20.75,-0.083462
108.752413,20.75,-0.059558
109.002569,20.75,-0.038914
109.252643,20.75,-0.029676
109.502846,20.75,-0.00247
109.75296,20.75,0.012423
110.003082,20.75,0.028354
110.253156,20.75,0.037729
110.503292,20.75,0.055552
110.753364,20.75,0.064639
111.003523,20.75,0.085676
111.253578,20.75,0.092356
111.503638,20.75,0.099812
111.753704,20.75,0.107975
112.003748,20.75,0.113199
112.254008,20.75,0.148197
112.503619,20.75,0.093586
112.753249,20.75,0.041462
113.002872,20.75,-0.011556
113.252474,20.75,-0.067419
113.502137,20.75,-0.114987
113.751752,20.75,-0.169129
114.001387,20.75,-0.2204
114.251023,20.75,-0.271722
114.500668,20.75,-0.321714
114.750314,20.75,-0.371585
114.999904,20.75,-0.42919
115.249544,20.75,-0.47985
115.499174,20.75,-0.531903
115.748783,20.75,-0.586837
115.998467,20.75,-0.631419
116.248174,20.75,-0.672875
116.498164,20.75,-0.675111
116.748015,20.75,-0.6967
116.997887,20.75,-0.715208
117.247786,20.75,-0.730092
117.497653,20.75,-0.749459
117.747543,20.75,-0.765565
117.997469,20.75,-0.776612
118.24719,20.75,-0.816117
118.497127,20.75,-0.825685
118.747014,20.75,-0.8423
118.996984,20.75,-0.847313
119.246906,20.75,-0.859037
119.496848,20.75,-0.867944
119.746748,20.75,-0.882712
119.996662,20.75,-0.895428
120.246647,20.75,-0.898517
120.49651,20.75,-0.918319
120.746433,20.75,-0.929875
120.996445,20.75,-0.929048
121.246535,20.75,-0.91752
121.496626,20.75,-0.905835
121.746731,20.75,-0.89222
121.996879,20.75,-0.872748
122.247017,20.75,-0.854488
122.497136,20.75,-0.839
122.747246,20.75,-0.824677
122.997365,20.75,-0.809177
123.247481,20.75,-0.793948
123.4976,20.75,-0.778465
123.747717,20.75,-0.763142
123.997827,20.75,-0.748866
124.247942,20.75,-0.733823
124.498065,20.75,-0.717688
124.748184,20.75,-0.702144
124.998296,20.75,-0.687558
125.248628,20.75,-0.642589
125.498766,20.75,-0.62448
125.749074,20.75,-0.582776
125.999358,20.75,-0.544438
126.249649,20.75,-0.505093
126.499899,20.75,-0.471353
126.750173,20.75,-0.434417
127.000415,20.75,-0.401863
127.250669,20.75,-0.367665
127.50093,20.75,-0.332439
127.751186,20.75,-0.297951
128.001454,20.75,-0.261807
128.251714,20.75,-0.226743
128.501968,20.75,-0.192577
128.752238,20.75,-0.156095
129.002497,20.75,-0.121284
129.252741,20.75,-0.088441
129.502706,20.75,-0.094132
129.752501,20.75,-0.123409
130.002285,20.75,-0.154163
130.252105,20.75,-0.179953
130.501876,20.75,-0.212547
130.751686,20.75,-0.23972
131.001463,20.75,-0.271422
131.251303,20.75,-0.294444
131.501109,20.75,-0.322212
131.750898,20.75,-0.352206
132.000735,20.75,-0.375729
132.250488,20.75,-0.41078
132.500285,20.75,-0.439796
132.750136,20.75,-0.461214
132.999992,20.75,-0.482062
133.249892,20.75,-0.496821
133.499774,20.75,-0.51398
133.749713,20.75,-0.523358
133.999651,20.75,-0.532856
134.249571,20.75,-0.54481
134.499511,20.75,-0.553981
134.749442,20.75,-0.564375
134.999346,20.75,-0.578567
135.249267,20.75,-0.590468
135.49919,20.75,-0.601935
135.749122,20.75,-0.612222
135.999057,20.75,-0.622149
136.24907,20.75,-0.621321
136.499111,20.75,-0.616521
136.749186,20.75,-0.607072
136.999238,20.75,-0.600758
137.249265,20.75,-0.597886
137.499297,20.75,-0.59442
137.749349,20.75,-0.588183
137.999393,20.75,-0.582951
138.24943,20.75,-0.578769
138.499474,20.75,-0.573594
138.749524,20.75,-0.567521
138.999574,20.75,-0.56159
139.24962,20.75,-0.556057
139.499563,20.75,-0.564934
139.749504,20.75,-0.573955
139.999447,20.75,-0.582668
140.249385,20.75,-0.59221
140.499303,20.75,-0.604433
140.749241,20.75,-0.613863
140.999136,20.75,-0.62935
141.249084,20.75,-0.637414
141.499067,20.75,-0.64068
141.748976,20.75,-0.654223
141.998891,20.75,-0.666782
142.248856,20.75,-0.672508
142.498784,20.75,-0.68343
142.748709,20.75,-0.69472
142.998626,20.75,-0.707087
143.24856,20.75,-0.71717
143.498462,20.75,-0.73159
143.748419,20.75,-0.73845
143.998319,20.75,-0.753146
144.248223,20.75,-0.767395
144.498182,20.75,-0.773962
144.748078,20.75,-0.789129
144.998025,20.75,-0.797413
145.247978,20.75,-0.804846
145.497954,20.75,-0.809005
145.747936,20.75,-0.812444
145.997959,20.75,-0.81022
146.247964,20.75,-0.810382
146.497963,20.75,-0.811404
146.747954,20.75,-0.813552
146.997977,20.75,-0.811294
147.24798,20.75,-0.811739
147.497985,20.75,-0.811972
147.747999,20.75,-0.810989
147.997987,20.75,-0.813496
148.247983,20.75,-0.814964
148.498005,20.75,-0.812805
148.748006,20.75,-0.813571
148.998019,20.75,-0.812746
149.24802,20.75,-0.813426
149.498027,20.75,-0.813426
149.747969,20.75,-0.822336
149.997964,20.75,-0.823946
150.24798,20.75,-0.822643
150.497939,20.75,-0.829207
150.747882,20.75,-0.837927
150.997808,20.75,-0.84918
151.247772,20.75,-0.854975
151.497766,20.75,-0.856731
151.747675,20.75,-0.870258
151.997616,20.75,-0.879286
152.247557,20.75,-0.888327
152.497476,20.75,-0.900401
152.747403,20.75,-0.911399
152.997352,20.75,-0.919379
153.247316,20.75,-0.925308
153.497359,20.75,-0.920304
153.7473,20.75,-0.929355
153.997284,20.75,-0.932446
154.247254,20.75,-0.937451
154.497234,20.75,-0.941183
154.747371,20.75,-0.923142
154.997879,20.75,-0.853789
155.248401,20.75,-0.782447
155.498876,20.75,-0.717662
155.749338,20.75,-0.654764
155.999911,20.75,-0.576435
156.250376,20.75,-0.513017
156.500834,20.75,-0.45057
156.751353,20.75,-0.379718
157.001848,20.75,-0.312225
157.252287,20.75,-0.252392
157.502799,20.75,-0.182532
157.753337,20.75,-0.1091
158.003812,20.75,-0.044318
158.25429,20.75,0.020951
158.504544,20.75,0.055143
158.755134,20.75,0.13575
159.005005,20.75,0.11709
159.254977,20.75,0.112311
159.504816,20.75,0.089176
159.754613,20.75,0.060188
160.004326,20.75,0.019505
160.253834,20.75,-0.049354
160.503415,20.75,-0.108256
160.753063,20.75,-0.157815
161.00264,20.75,-0.217158
161.252169,20.75,-0.283227
161.501736,20.75,-0.344043
161.751314,20.75,-0.403221
162.000927,20.75,-0.457698
162.25043,20.75,-0.527275
162.49991,20.75,-0.600096
162.749456,20.75,-0.663688
162.999,20.75,-0.727652
163.248423,20.75,-0.808399
163.497891,20.75,-0.882776
163.747477,20.75,-0.941018
163.996977,20.75,-1.011012
164.24647,20.75,-1.08204
164.496609,20.75,-1.063651
164.746555,20.75,-1.072146
164.996502,20.75,-1.080302
165.246552,20.75,-1.074373
165.496537,20.75,-1.077348
165.746533,20.75,-1.078692
165.996545,20.75,-1.077939
166.246536,20.75,-1.080165
166.496522,20.75,-1.082955
166.74655,20.75,-1.080042
166.996499,20.75,-1.088003
167.246551,20.75,-1.081728
167.496566,20.75,-1.080463
167.746563,20.75,-1.081855
167.996628,20.75,-1.073713
168.246452,20.75,-1.099027
168.496863,20.75,-1.043118
168.747254,20.75,-0.98988
168.997495,20.75,-0.957491
169.247928,20.75,-0.898485
169.498419,20.75,-0.831499
169.748843,20.75,-0.773852
169.999307,20.75,-0.710519
170.249664,20.75,-0.66209
170.500095,20.75,-0.603385
170.750499,20.75,-0.548461
171.000907,20.75,-0.492959
171.251341,20.75,-0.433867
171.501718,20.75,-0.382661
171.752136,20.75,-0.325802
172.002548,20.75,-0.269662
172.252992,20.75,-0.209222
172.503389,20.75,-0.155187
172.753804,20.75,-0.098688
173.004166,20.75,-0.049518
173.254508,20.75,-0.003159
173.504738,20.75,0.027675
173.754976,20.75,0.059773
174.005172,20.75,0.085904
174.254718,20.75,0.022181
174.504758,20.75,0.026909
174.754641,20.75,0.009734
175.004625,20.75,0.00664
175.254604,20.75,0.002824
175.504496,20.75,-0.012991
175.754505,20.75,-0.01266
176.003953,20.75,-0.089941
176.253594,20.75,-0.140385
176.503087,20.75,-0.211394
176.752572,20.75,-0.283462
177.002043,20.75,-0.357563
177.251523,20.75,-0.43039
177.50096,20.75,-0.50916
177.750462,20.75,-0.578836
177.999937,20.75,-0.652397
178.249408,20.75,-0.72641
178.498849,20.75,-0.804561
178.748295,20.75,-0.882151
178.997761,20.75,-0.956917
179.247135,20.75,-1.044371
179.496625,20.75,-1.115764
179.745956,20.75,-1.209148
179.995405,20.75,-1.286287
180.244909,20.75,-1.355782
180.494284,20.75,-1.442993
180.745065,20.75,-1.335903
180.994646,20.75,-1.394835
181.244383,20.75,-1.432062
181.494019,20.75,-1.483327
181.743682,20.75,-1.530817
181.993441,20.75,-1.56503
182.243195,20.75,-1.599939
182.49303,20.75,-1.623611
182.743202,20.75,-1.600733
182.993161,20.75,-1.607365
183.243135,20.75,-1.611793
183.493132,20.75,-1.613169
183.743107,20.75,-1.617559
183.993098,20.75,-1.619651
184.24303,20.75,-1.630041
184.493076,20.75,-1.624565
184.741166,20.75,-1.889486
184.991847,20.75,-1.796251
185.242433,20.75,-1.716183
185.493345,20.75,-1.59099
185.743635,20.75,-1.551702
185.994263,20.75,-1.465861
186.244767,20.75,-1.397063
186.495285,20.75,-1.326365
186.745813,20.75,-1.254232
186.996446,20.75,-1.167597
187.247078,20.75,-1.081176
187.497747,20.75,-0.989483
187.748294,20.75,-0.914814
187.998907,20.75,-0.830991
188.249488,20.75,-0.751471
188.500091,20.75,-0.669109
188.750674,20.75,-0.589407
189.001258,20.75,-0.509455
189.251848,20.75,-0.428829
189.502434,20.75,-0.348725
189.753028,20.75,-0.267506
190.003618,20.75,-0.18685
190.254164,20.75,-0.112269
190.504627,20.75,-0.049176
190.755012,20.75,0.00317
191.005545,20.75,0.076072
191.255682,20.75,0.093997
191.505894,20.75,0.122482
191.756079,20.75,0.147138
192.006211,20.75,0.164527
192.256176,20.75,0.158722
192.506251,20.75,0.168186
192.755947,20.75,0.125222
193.005351,20.75,0.041915
193.254709,20.75,-0.047765
193.504123,20.75,-0.129698
193.753568,20.75,-0.207247
194.002829,20.75,-0.310376
194.25232,20.75,-0.381616
194.501637,20.75,-0.477016
194.751059,20.75,-0.557826
195.000464,20.75,-0.641052
195.249694,20.75,-0.748362
195.499115,20.75,-0.829278
195.748386,20.75,-0.930954
195.997746,20.75,-1.020418
196.247013,20.75,-1.122679
196.497459,20.75,-1.061906
196.745469,20.75,-1.337977
196.996464,20.75,-1.201359
197.246073,20.75,-1.256251
197.495947,20.75,-1.274592
197.745876,20.75,-1.285328
197.995943,20.75,-1.276886
198.246051,20.75,-1.262983
198.496091,20.75,-1.258229
198.746216,20.75,-1.24194
198.996297,20.75,-1.231611
199.24639,20.75,-1.219598
199.496456,20.75,-1.211431
199.746537,20.75,-1.201149
199.996619,20.75,-1.190744
200.246699,20.75,-1.180581
200.496786,20.75,-1.169385
200.746886,20.75,-1.15649
200.996978,20.75,-1.144672
201.247088,20.75,-1.130361
201.497172,20.75,-1.119659
201.74731,20.75,-1.101508
201.997365,20.75,-1.094822
202.247545,20.75,-1.070845
202.497797,20.75,-1.036925
202.748047,20.75,-1.003225
202.998261,20.75,-0.974503
203.248515,20.75,-0.94034
203.498725,20.75,-0.912192
203.748935,20.75,-0.883993
203.999168,20.75,-0.852781
204.24939,20.75,-0.822995
204.499615,20.75,-0.792757
204.749822,20.75,-0.764971
205.00004,20.75,-0.735729
205.250264,20.75,-0.705741
205.500493,20.75,-0.67493
205.750714,20.75,-0.645337
206.000932,20.75,-0.616057
206.251153,20.75,-0.586359
206.501374,20.75,-0.556717
206.751591,20.75,-0.527719
207.001777,20.75,-0.502814
207.251981,20.75,-0.47556
207.502188,20.75,-0.447815
207.752382,20.75,-0.421861
208.002588,20.75,-0.39431
208.252388,20.75,-0.42292
208.502262,20.75,-0.441174
208.752175,20.75,-0.454169
209.002002,20.75,-0.479004
209.251864,20.75,-0.498923
209.501683,20.75,-0.52484
209.751516,20.75,-0.548851
210.001265,20.75,-0.584421
210.251069,20.75,-0.612484
210.500896,20.75,-0.637264
210.750754,20.75,-0.657844
211.000509,20.75,-0.692651
211.2502,20.75,-0.736218
211.499894,20.75,-0.77941
211.749964,20.75,-0.770647
211.999499,20.75,-0.835962
212.249101,20.75,-0.891857
212.498749,20.75,-0.941382
212.748453,20.75,-0.983248
212.998185,20.75,-1.021229
213.247917,20.75,-1.059136
213.497632,20.75,-1.099425
213.747344,20.75,-1.140195
213.997041,20.75,-1.183013
214.246733,20.75,-1.226478
214.496388,20.75,-1.275068
214.746173,20.75,-1.305655
214.996051,20.75,-1.323491
215.246035,20.75,-1.326578
215.496085,20.75,-1.320645
215.74606,20.75,-1.325005
215.996092,20.75,-1.321472
216.246147,20.75,-1.31477
216.496184,20.75,-1.310455
216.746229,20.75,-1.305263
216.996258,20.75,-1.302124
217.246273,20.75,-1.300934
217.496304,20.75,-1.297591
217.746367,20.75,-1.289762
217.996433,20.75,-1.28152
218.246506,20.75,-1.272338
218.496772,20.75,-1.236515
218.746887,20.75,-1.221459
218.997106,20.75,-1.192078
219.247348,20.75,-1.159569
219.497503,20.75,-1.139064
219.747694,20.75,-1.113508
219.997953,20.75,-1.078562
220.248004,20.75,-1.072385
220.498537,20.75,-0.999604
220.748672,20.75,-0.981946
220.998761,20.75,-0.970426
221.248872,20.75,-0.956075
221.498989,20.75,-0.940782
221.749122,20.75,-0.92329
221.99924,20.75,-0.9078
222.249352,20.75,-0.893336
222.499457,20.75,-0.879666
222.749576,20.75,-0.864188
222.999681,20.75,-0.850554
223.249808,20.75,-0.833912
223.499916,20.75,-0.819819
223.750021,20.75,-0.80622
224.000073,20.75,-0.799858
224.250186,20.75,-0.785141
224.500315,20.75,-0.768302
224.750418,20.75,-0.7549
225.000471,20.75,-0.748572
225.250571,20.75,-0.735612
225.500534,20.75,-0.741564
225.750254,20.75,-0.781294
226.000027,20.75,-0.813454
226.24976,20.75,-0.851307
226.499486,20.75,-0.890137
226.749192,20.75,-0.931643
226.998899,20.75,-0.973041
227.248649,20.75,-1.008626
227.498343,20.75,-1.051814
227.748086,20.75,-1.088162
227.997802,20.75,-1.1284
228.24752,20.75,-1.168314
228.497281,20.75,-1.20226
228.747002,20.75,-1.241652
228.996784,20.75,-1.27274
229.246675,20.75,-1.288713
229.496543,20.75,-1.307906
229.746469,20.75,-1.318996
229.996424,20.75,-1.326177
230.246364,20.75,-1.335304
230.496294,20.75,-1.345884
230.746251,20.75,-1.352809
230.996207,20.75,-1.359769
231.246152,20.75,-1.368307
231.496104,20.75,-1.375885
231.74605,20.75,-1.384259
231.995994,20.75,-1.392831
232.245874,20.75,-1.410295
232.495847,20.75,-1.415037
232.74484,20.75,-1.555147
232.994644,20.75,-1.583164
233.244518,20.75,-1.60146
233.494243,20.75,-1.64035
233.744099,20.75,-1.661204
233.993779,20.75,-1.706353
234.243708,20.75,-1.717078
234.49363,20.75,-1.728753
234.743644,20.75,-1.727653
234.993651,20.75,-1.727688
235.243611,20.75,-1.734028
235.493615,20.75,-1.73444
235.743606,20.75,-1.73658
235.993631,20.75,-1.733965
236.243659,20.75,-1.731035
236.493703,20.75,-1.725827
236.743749,20.75,-1.720406
236.993778,20.75,-1.717268
237.243821,20.75,-1.712256
